% Title: Reallywritter
%
@RELATION text
@ATTRIBUTE	Chapter	NUMERIC
@ATTRIBUTE	chapter_computer	NUMERIC
@ATTRIBUTE	Classification	{J, E, P, D}
@ATTRIBUTE	Propernouns_computer	NUMERIC
@ATTRIBUTE	hasElohim	{Y, N}
@ATTRIBUTE	Particle_computer	NUMERIC
@ATTRIBUTE	verse_computer	NUMERIC
@ATTRIBUTE	Verse	NUMERIC
@ATTRIBUTE	Prepositions_verb_computer	NUMERIC
@ATTRIBUTE	Prepositions_computer	NUMERIC
@ATTRIBUTE	Genre	{Genealogy, Narrative, Blessing, Law, Covenant}
@ATTRIBUTE	Prepositions_pronoun_computer	NUMERIC
@ATTRIBUTE	hasYHWH	{Y, N}

@DATA
10.0,10.0,P,0.5,N,0.0,3.0,3.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.571428571429,N,0.0,4.0,4.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.0,N,0.0,5.0,5.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.571428571429,N,0.0,6.0,6.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.75,N,0.0,7.0,7.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,8.0,8.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.25,N,0.0,9.0,9.0,0.0,0.0,Genealogy,0.0,Y
10.0,10.0,J,0.5,N,0.0,10.0,10.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.1,N,0.0,11.0,11.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.222222222222,N,0.0,12.0,12.0,0.0,0.222222222222,Genealogy,0.0,N
10.0,10.0,J,0.142857142857,N,0.0,13.0,13.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.125,N,0.0,14.0,14.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,15.0,15.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.2,N,0.0,16.0,16.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,17.0,17.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.125,N,0.0,18.0,18.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.5,N,0.0,19.0,19.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.0,N,0.0,20.0,20.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.111111111111,N,0.0,21.0,21.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.625,N,0.0,22.0,22.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.571428571429,N,0.0,23.0,23.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.285714285714,N,0.0,24.0,24.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0666666666667,N,0.0,25.0,25.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,26.0,26.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,27.0,27.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,28.0,28.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.0,N,0.0,29.0,29.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,J,0.25,N,0.0,30.0,30.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.0,N,0.0,31.0,31.0,0.0,0.0,Genealogy,0.0,N
10.0,10.0,P,0.0,N,0.0,32.0,32.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,J,0.0,N,0.0,1.0,1.0,0.0,0.0,Narrative,0.0,N
11.0,11.0,J,0.1,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,N
11.0,11.0,J,0.0,N,0.0,3.0,3.0,0.0,0.117647058824,Narrative,0.0,N
11.0,11.0,J,0.0,N,0.0,4.0,4.0,0.0769230769231,0.0769230769231,Narrative,0.0,N
11.0,11.0,J,0.1,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,Y
11.0,11.0,J,0.0526315789474,N,0.0,6.0,6.0,0.0,0.0526315789474,Narrative,0.0,Y
11.0,11.0,J,0.0,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,N
11.0,11.0,J,0.1,N,0.0,8.0,8.0,0.0,0.0,Narrative,0.0,Y
11.0,11.0,J,0.2,N,0.0,9.0,9.0,0.0,0.0,Narrative,0.0,Y
11.0,11.0,P,0.0,N,0.0,10.0,10.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,11.0,11.0,0.0,0.0909090909091,Genealogy,0.0,N
11.0,11.0,P,0.125,N,0.0,12.0,12.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0714285714286,N,0.0,13.0,13.0,0.0,0.0714285714286,Genealogy,0.0,N
11.0,11.0,P,0.142857142857,N,0.0,14.0,14.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,15.0,15.0,0.0,0.0769230769231,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,16.0,16.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,17.0,17.0,0.0,0.0769230769231,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,18.0,18.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,19.0,19.0,0.0,0.0833333333333,Genealogy,0.0,N
11.0,11.0,P,0.125,N,0.0,20.0,20.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0769230769231,N,0.0,21.0,21.0,0.0,0.0769230769231,Genealogy,0.0,N
11.0,11.0,P,0.142857142857,N,0.0,22.0,22.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0909090909091,N,0.0,23.0,23.0,0.0,0.0909090909091,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,24.0,24.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,25.0,25.0,0.0,0.0769230769231,Genealogy,0.0,N
11.0,11.0,P,0.0,N,0.0,26.0,26.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,P,0.25,N,0.0,27.0,27.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,J,0.4,N,0.0,28.0,28.0,0.0,0.0,Genealogy,0.0,N
11.0,11.0,J,0.1875,N,0.0,29.0,29.0,0.0,0.0625,Genealogy,0.0,N
11.0,11.0,J,0.142857142857,N,0.0,30.0,30.0,0.0,0.142857142857,Genealogy,0.0,N
11.0,11.0,P,0.24,N,0.0,31.0,31.0,0.0,0.04,Genealogy,0.0,N
11.0,11.0,P,0.1,N,0.0,32.0,32.0,0.0,0.0,Genealogy,0.0,N
12.0,12.0,J,0.0833333333333,N,0.0,1.0,1.0,0.0,0.0,Covenant,0.0,Y
12.0,12.0,J,0.0,N,0.0,2.0,2.0,0.0,0.0,Covenant,0.0,N
12.0,12.0,J,0.0,N,0.0,3.0,3.0,0.0,0.1,Covenant,0.0,N
12.0,12.0,J,0.235294117647,N,0.0,4.0,4.0,0.0,0.0588235294118,Narrative,0.0,Y
12.0,12.0,P,0.2,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,P,0.153846153846,N,0.0,6.0,6.0,0.0,0.153846153846,Narrative,0.0,N
12.0,12.0,J,0.133333333333,N,0.0,7.0,7.0,0.0,0.0666666666667,Narrative,0.0,Y
12.0,12.0,J,0.166666666667,N,0.0,8.0,8.0,0.0,0.0,Narrative,0.0,Y
12.0,12.0,J,0.166666666667,N,0.0,9.0,9.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.166666666667,N,0.0,10.0,10.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.0666666666667,N,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.0833333333333,N,0.0,12.0,12.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.0,N,0.0,13.0,13.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.272727272727,N,0.0,14.0,14.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.166666666667,N,0.0,15.0,15.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.0,N,0.0,16.0,16.0,0.0,0.0,Narrative,0.0,N
12.0,12.0,J,0.272727272727,N,0.0,17.0,17.0,0.0,0.0,Narrative,0.0,Y
12.0,12.0,J,0.142857142857,N,0.0,18.0,18.0,0.142857142857,0.142857142857,Narrative,0.0,N
12.0,12.0,J,0.0,N,0.0,19.0,19.0,0.0714285714286,0.0714285714286,Narrative,0.0,N
12.0,12.0,J,0.111111111111,N,0.0,20.0,20.0,0.0,0.111111111111,Narrative,0.0,N
13.0,13.0,J,0.2,N,0.0,1.0,1.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,J,0.142857142857,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,J,0.2,N,0.0,3.0,3.0,0.0,0.133333333333,Narrative,0.0,N
13.0,13.0,J,0.181818181818,N,0.0,4.0,4.0,0.0,0.0,Narrative,0.0,Y
13.0,13.0,J,0.0,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,P,0.0,N,0.0769230769231,6.0,6.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,J,0.153846153846,N,0.0,7.0,7.0,0.0,0.153846153846,Narrative,0.0,N
13.0,13.0,J,0.0625,N,0.0,8.0,8.0,0.0,0.25,Narrative,0.0,N
13.0,13.0,J,0.0,N,0.0909090909091,9.0,9.0,0.0,0.0909090909091,Narrative,0.0,N
13.0,13.0,J,0.210526315789,N,0.0,10.0,10.0,0.0,0.0526315789474,Narrative,0.0,Y
13.0,13.0,J,0.0769230769231,N,0.0,11.0,11.0,0.0,0.0769230769231,Narrative,0.0,N
13.0,13.0,P,0.1,N,0.0,12.0,12.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,J,0.285714285714,N,0.0,13.0,13.0,0.0,0.0,Narrative,0.0,N
13.0,13.0,J,0.0555555555556,N,0.0,14.0,14.0,0.0,0.0555555555556,Covenant,0.0,N
13.0,13.0,J,0.0,N,0.0,15.0,15.0,0.0,0.111111111111,Covenant,0.0,N
13.0,13.0,J,0.0,N,0.0769230769231,16.0,16.0,0.0,0.0,Covenant,0.0,N
13.0,13.0,J,0.0,N,0.0,17.0,17.0,0.0,0.111111111111,Covenant,0.0,N
13.0,13.0,J,0.25,N,0.0,18.0,18.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.357142857143,N,0.0,1.0,1.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.263157894737,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.125,N,0.0,3.0,3.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.0,N,0.0,4.0,4.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.263157894737,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.222222222222,N,0.0,6.0,6.0,0.0,0.111111111111,Narrative,0.0,N
14.0,14.0,D,0.133333333333,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.444444444444,N,0.0,8.0,8.0,0.0,0.0555555555556,Narrative,0.0,N
14.0,14.0,D,0.352941176471,N,0.0,9.0,9.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.0769230769231,N,0.0,10.0,10.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.285714285714,N,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.1,N,0.0,12.0,12.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.333333333333,N,0.0,13.0,13.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.0625,N,0.0,14.0,14.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.166666666667,N,0.0,15.0,15.0,0.0,0.0833333333333,Narrative,0.0,N
14.0,14.0,D,0.0,N,0.0,16.0,16.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.0625,N,0.0,17.0,17.0,0.0,0.0625,Narrative,0.0,N
14.0,14.0,D,0.0909090909091,N,0.0,18.0,18.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.1,N,0.0,19.0,19.0,0.0,0.0,Blessing,0.0,N
14.0,14.0,D,0.1,N,0.0,20.0,20.0,0.0,0.0,Blessing,0.0,N
14.0,14.0,D,0.0,N,0.0,21.0,21.0,0.0,0.0,Narrative,0.0,N
14.0,14.0,D,0.230769230769,N,0.0,22.0,22.0,0.0,0.0,Narrative,0.0,Y
14.0,14.0,D,0.0,N,0.0909090909091,23.0,23.0,0.0,0.0909090909091,Narrative,0.0,N
14.0,14.0,D,0.176470588235,N,0.0,24.0,24.0,0.0,0.0588235294118,Narrative,0.0,N
15.0,15.0,J,0.0588235294118,N,0.0,1.0,1.0,0.0,0.117647058824,Narrative,0.0,Y
15.0,15.0,J,0.357142857143,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,E,0.0833333333333,N,0.0,3.0,3.0,0.0833333333333,0.166666666667,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,4.0,4.0,0.0,0.0714285714286,Narrative,0.0,Y
15.0,15.0,E,0.0,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.166666666667,N,0.0,6.0,6.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.214285714286,N,0.0,7.0,7.0,0.0,0.142857142857,Narrative,0.0,Y
15.0,15.0,J,0.25,N,0.0,8.0,8.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,9.0,9.0,0.0769230769231,0.153846153846,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,10.0,10.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.142857142857,N,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,12.0,12.0,0.0,0.0769230769231,Narrative,0.0,N
15.0,15.0,E,0.0588235294118,N,0.0,13.0,13.0,0.0,0.117647058824,Narrative,0.0,N
15.0,15.0,E,0.0,N,0.0,14.0,14.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,E,0.0,N,0.0,15.0,15.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,E,0.1,N,0.0,16.0,16.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,17.0,17.0,0.0,0.0625,Narrative,0.0,N
15.0,15.0,J,0.0588235294118,N,0.0,18.0,18.0,0.0,0.0,Narrative,0.0,Y
15.0,15.0,J,0.0,N,0.0,19.0,19.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,20.0,20.0,0.0,0.0,Narrative,0.0,N
15.0,15.0,J,0.0,N,0.0,21.0,21.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,P,0.25,N,0.0,1.0,1.0,0.0,0.0833333333333,Narrative,0.0,N
16.0,16.0,J,0.235294117647,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,Y
16.0,16.0,P,0.25,N,0.0,3.0,3.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,J,0.0,N,0.0,4.0,4.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,J,0.105263157895,N,0.0,5.0,5.0,0.0,0.105263157895,Narrative,0.0,Y
16.0,16.0,J,0.142857142857,N,0.0,6.0,6.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,J,0.2,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,Y
16.0,16.0,J,0.2,N,0.0,8.0,8.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,J,0.1,N,0.0,9.0,9.0,0.0,0.2,Narrative,0.0,Y
16.0,16.0,J,0.0909090909091,N,0.0909090909091,10.0,10.0,0.0,0.0909090909091,Narrative,0.0,Y
16.0,16.0,J,0.2,N,0.0,11.0,11.0,0.0,0.0666666666667,Covenant,0.0,Y
16.0,16.0,J,0.0,N,0.0,12.0,12.0,0.0,0.0,Covenant,0.0,N
16.0,16.0,J,0.133333333333,N,0.0,13.0,13.0,0.0,0.133333333333,Narrative,0.0,Y
16.0,16.0,J,0.181818181818,N,0.0,14.0,14.0,0.0,0.0909090909091,Narrative,0.0,N
16.0,16.0,P,0.454545454545,N,0.0,15.0,15.0,0.0,0.0,Narrative,0.0,N
16.0,16.0,P,0.222222222222,N,0.0,16.0,16.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.166666666667,N,0.0,1.0,1.0,0.0,0.0555555555556,Narrative,0.0,Y
17.0,17.0,P,0.0,N,0.0,2.0,2.0,0.0,0.222222222222,Narrative,0.0,N
17.0,17.0,P,0.125,Y,0.0,3.0,3.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.0,N,0.0,4.0,4.0,0.0,0.111111111111,Narrative,0.0,N
17.0,17.0,P,0.166666666667,N,0.0833333333333,5.0,5.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.0,N,0.0,6.0,6.0,0.0,0.1,Narrative,0.0,N
17.0,17.0,P,0.0,N,0.0,7.0,7.0,0.0,0.4375,Narrative,0.0,N
17.0,17.0,P,0.0625,N,0.0,8.0,8.0,0.0,0.1875,Narrative,0.0,N
17.0,17.0,P,0.0,Y,0.0,9.0,9.0,0.0,0.0909090909091,Law,0.0,N
17.0,17.0,P,0.0,N,0.0,10.0,10.0,0.0,0.384615384615,Law,0.0,N
17.0,17.0,P,0.0,N,0.0,11.0,11.0,0.0,0.2,Law,0.0,N
17.0,17.0,P,0.0,N,0.0,12.0,12.0,0.0,0.0,Law,0.0,N
17.0,17.0,P,0.0,N,0.0,13.0,13.0,0.0,0.0,Law,0.0,N
17.0,17.0,P,0.0,N,0.0,14.0,14.0,0.0,0.0,Law,0.0,N
17.0,17.0,P,0.25,Y,0.0,15.0,15.0,0.0,0.0,Covenant,0.0,N
17.0,17.0,P,0.0,N,0.0,16.0,16.0,0.0,0.2,Covenant,0.0,N
17.0,17.0,P,0.0714285714286,N,0.0,17.0,17.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.25,Y,0.0,18.0,18.0,0.0,0.125,Narrative,0.0,N
17.0,17.0,P,0.105263157895,Y,0.0,19.0,19.0,0.0,0.105263157895,Narrative,0.0,N
17.0,17.0,P,0.0,N,0.0,20.0,20.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.0833333333333,N,0.0,21.0,21.0,0.0,0.0833333333333,Narrative,0.0,N
17.0,17.0,P,0.125,Y,0.0,22.0,22.0,0.0,0.125,Narrative,0.0,N
17.0,17.0,P,0.08,Y,0.0,23.0,23.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.125,N,0.0,24.0,24.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.1,N,0.0,25.0,25.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.25,N,0.0,26.0,26.0,0.0,0.0,Narrative,0.0,N
17.0,17.0,P,0.0,N,0.0,27.0,27.0,0.0,0.1,Narrative,0.0,N
18.0,18.0,J,0.181818181818,N,0.0,1.0,1.0,0.0,0.0909090909091,Narrative,0.0,Y
18.0,18.0,J,0.0,N,0.0,2.0,2.0,0.0,0.0625,Narrative,0.0,N
18.0,18.0,J,0.0909090909091,N,0.0,3.0,3.0,0.0,0.0909090909091,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,4.0,4.0,0.0,0.25,Narrative,0.125,N
18.0,18.0,J,0.0,N,0.0,5.0,5.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0714285714286,N,0.0,6.0,6.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0769230769231,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,8.0,8.0,0.0,0.214285714286,Narrative,0.0714285714286,N
18.0,18.0,J,0.111111111111,N,0.0,9.0,9.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.125,N,0.0,10.0,10.0,0.0,0.125,Covenant,0.0,N
18.0,18.0,J,0.272727272727,N,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0909090909091,N,0.0,12.0,12.0,0.0,0.0909090909091,Narrative,0.0,N
18.0,18.0,J,0.142857142857,N,0.0,13.0,13.0,0.0,0.0,Narrative,0.0,Y
18.0,18.0,J,0.181818181818,N,0.0,14.0,14.0,0.0,0.0909090909091,Covenant,0.0,Y
18.0,18.0,J,0.0833333333333,N,0.0833333333333,15.0,15.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.181818181818,N,0.0,16.0,16.0,0.0,0.0909090909091,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,17.0,17.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0833333333333,N,0.0,18.0,18.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0909090909091,N,0.0,19.0,19.0,0.0,0.0909090909091,Narrative,0.0,Y
18.0,18.0,J,0.272727272727,N,0.0,20.0,20.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.1,21.0,21.0,0.0,0.1,Narrative,0.0,Y
18.0,18.0,J,0.272727272727,N,0.0,22.0,22.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.125,N,0.0,23.0,23.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,24.0,24.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,25.0,25.0,0.0,0.157894736842,Narrative,0.0,N
18.0,18.0,J,0.166666666667,N,0.0,26.0,26.0,0.0,0.0,Narrative,0.0,Y
18.0,18.0,J,0.0909090909091,N,0.0,27.0,27.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,28.0,28.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,29.0,29.0,0.0,0.0666666666667,Narrative,0.0,N
18.0,18.0,J,0.0625,N,0.0,30.0,30.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0,N,0.0,31.0,31.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.0625,N,0.0,32.0,32.0,0.0,0.0,Narrative,0.0,N
18.0,18.0,J,0.2,N,0.0,33.0,33.0,0.0,0.0,Narrative,0.0,Y
19.0,19.0,J,0.0666666666667,N,0.0,1.0,1.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0526315789474,2.0,2.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,3.0,3.0,0.0,0.153846153846,Narrative,0.0,N
19.0,19.0,J,0.0769230769231,N,0.0,4.0,4.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,5.0,5.0,0.0,0.142857142857,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,6.0,6.0,0.0,0.25,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,8.0,8.0,0.0416666666667,0.125,Narrative,0.0,N
19.0,19.0,J,0.0526315789474,N,0.0,9.0,9.0,0.0,0.157894736842,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,10.0,10.0,0.0,0.1,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,12.0,12.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.166666666667,N,0.0,13.0,13.0,0.0,0.0,Narrative,0.0,Y
19.0,19.0,J,0.0526315789474,N,0.0,14.0,14.0,0.0,0.0,Narrative,0.0,Y
19.0,19.0,J,0.0,N,0.0,15.0,15.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.125,N,0.0,16.0,16.0,0.0,0.0625,Narrative,0.0,Y
19.0,19.0,J,0.0,N,0.0,17.0,17.0,0.0,0.0666666666667,Narrative,0.0,N
19.0,19.0,J,0.166666666667,N,0.0,18.0,18.0,0.0,0.166666666667,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.047619047619,19.0,19.0,0.0,0.047619047619,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0588235294118,20.0,20.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,21.0,21.0,0.0,0.142857142857,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,22.0,22.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,23.0,23.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.3,N,0.0,24.0,24.0,0.0,0.1,Narrative,0.0,Y
19.0,19.0,J,0.0,N,0.0,25.0,25.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,26.0,26.0,0.0,0.142857142857,Narrative,0.0,N
19.0,19.0,J,0.222222222222,N,0.0,27.0,27.0,0.0,0.0,Narrative,0.0,Y
19.0,19.0,J,0.133333333333,Y,0.0,28.0,28.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,P,0.0,N,0.0,29.0,29.0,0.0,0.0555555555556,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,30.0,30.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,31.0,31.0,0.0,0.0769230769231,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,32.0,32.0,0.0,0.1,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,33.0,33.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,34.0,34.0,0.0,0.0555555555556,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,35.0,35.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,36.0,36.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,37.0,37.0,0.0,0.0,Narrative,0.0,N
19.0,19.0,J,0.0,N,0.0,38.0,38.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,J,0.25,N,0.0,1.0,1.0,0.0,0.0833333333333,Narrative,0.0,N
20.0,20.0,E,0.230769230769,N,0.0,2.0,2.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0,Y,0.0,3.0,3.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.1,N,0.0,4.0,4.0,0.0,0.1,Narrative,0.0,N
20.0,20.0,E,0.0,N,0.0666666666667,5.0,5.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0,Y,0.0,6.0,6.0,0.0,0.1,Narrative,0.0,N
20.0,20.0,E,0.0,N,0.0,7.0,7.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0769230769231,N,0.0,8.0,8.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.1,N,0.0,9.0,9.0,0.0,0.15,Narrative,0.0,N
20.0,20.0,E,0.1,N,0.0,10.0,10.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0769230769231,Y,0.0,11.0,11.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0,N,0.0,12.0,12.0,0.0,0.0,Narrative,0.0,N
20.0,20.0,E,0.0,Y,0.0,13.0,13.0,0.0,0.130434782609,Narrative,0.0,N
20.0,20.0,E,0.214285714286,N,0.0,14.0,14.0,0.0,0.0,Narrative,0.0,N
